date,temperature,humidity,wind_speed,wind_direction,hour,day,weekday,PM10,PM25,CO,NO2,SO2,O3,AQI
2025-04-17 12:00:00+00:00,31.2,59.762184,65.86052,256.92087,12,17,3,31,14.2,271.4727,5.1015,3.7016544,39.221874,55.41630861
2025-04-17 13:00:00+00:00,30.05,63.825294,57.233475,254.23274,13,17,3,27.6,14.1,298.53265,6.85514,3.549009,35.146873,55.311159
2025-04-17 14:00:00+00:00,28.7,72.4247,53.13995,254.43843,14,17,3,24.5,15,324.71973,9.246468,3.3582022,29.543749,55.90701015
2025-04-17 15:00:00+00:00,28.3,74.57642,54.138058,258.9591,15,17,3,27.2,15.2,334.32166,10.574984,3.2055564,26.4875,56.31008584
2025-04-17 16:00:00+00:00,28.1,74.76944,49.963276,260.29343,16,17,3,29,15.5,316.86362,9.990437,3.1292336,27.50625,56.67811159
2025-04-17 17:00:00+00:00,28.05,73.6389,56.032333,264.02576,17,17,3,32.5,16.2,281.9475,8.396218,3.052911,30.5625,57.16881286
2025-04-17 18:00:00+00:00,27.8,74.26946,54.447422,271.3639,18,17,3,37.7,17.5,246.15851,6.85514,2.9765882,33.61875,57.90987147
2025-04-17 19:00:00+00:00,27.3,78.822716,48.426888,282.3625,19,17,3,42.8,18.6,208.6237,5.632906,2.7857814,36.675,58.75482863
2025-04-17 20:00:00+00:00,27.05,81.20283,50.198044,281.16483,20,17,3,45.1,18.9,170.21599,4.463812,2.5949745,39.73125,59.48211749
2025-04-17 21:00:00+00:00,26.85,81.668915,48.0919,284.03625,21,17,3,44.9,18.6,144.02892,3.5604215,2.442329,41.76875,60.00085861
2025-04-17 22:00:00+00:00,26.55,82.873795,47.74577,288.18915,22,17,3,42,17.8,130.06247,3.0290153,2.4041674,42.7875,60.27233718
2025-04-17 23:00:00+00:00,26.35,83.857185,49.50737,284.40005,23,17,3,38.8,17,128.31667,2.7633123,2.442329,42.7875,60.35836917
2025-04-18 00:00:00+00:00,26.25,84.3538,52.86663,281.3099,0,18,4,34,16.5,152.75793,3.0290153,2.5949745,43.296875,60.35028068
2025-04-18 01:00:00+00:00,26.35,84.36453,50.198044,281.16483,1,18,4,31.2,16.4,233.06497,4.729515,2.9765882,42.278126,60.32832618
2025-04-18 02:00:00+00:00,26.85,79.47834,47.657738,281.76825,2,18,4,30.7,17.8,340.43198,6.9614215,3.5108476,40.75,60.50557929
2025-04-18 03:00:00+00:00,28.45,69.79425,46.696476,272.3859,3,18,4,31.9,18.9,398.91644,8.024234,4.0069456,41.76875,60.80525736
2025-04-18 04:00:00+00:00,30.35,55.50473,57.156387,266.09958,4,18,4,29.3,17.8,360.50873,6.85514,4.38856,47.371876,60.93360239
2025-04-18 05:00:00+00:00,31.4,50.527412,63.335155,262.94778,5,18,4,25.4,15.8,272.34558,4.516953,4.732012,56.03125,60.81401983
2025-04-18 06:00:00+00:00,32,49.291634,66.49187,257.04724,6,18,4,23.3,14.5,206.8779,2.7101717,4.9228187,62.14375,60.56313512
2025-04-18 07:00:00+00:00,32.1,52.774136,64.62155,248.83867,7,18,4,22.6,13.7,192.03856,2.0724843,4.846496,64.69063,60.25321868
2025-04-18 08:00:00+00:00,32.2,53.613472,63.467625,243.95824,8,18,4,23.8,13.9,198.14886,1.9130623,4.5793667,65.2,59.99284669
2025-04-18 09:00:00+00:00,32,53.892895,62.373146,240.77205,9,18,4,25.9,14.6,209.4966,2.0724843,4.350398,64.18125,59.82305873
2025-04-18 10:00:00+00:00,31.6,55.129337,64.1389,240.32701,10,18,4,29,15.5,222.59013,2.4444685,4.2740755,62.653126,60.81658916
2025-04-18 11:00:00+00:00,30.95,58.802338,63.47092,242.6502,11,18,4,34.3,16.9,240.9211,3.0821562,4.235914,59.596874,68.09640687
2025-04-18 12:00:00+00:00,30.05,64.2142,59.237972,239.78876,12,18,4,41.3,17.4,255.76044,4.038687,4.1977525,56.03125,71.63231802
2025-04-18 13:00:00+00:00,29.1,71.40969,53.02921,231.44951,13,18,4,47.8,18.5,264.48947,5.7391872,4.0832686,49.409374,68.92838542
2025-04-18 14:00:00+00:00,28.15,77.76467,48.131176,226.63654,14,18,4,45.5,18.4,269.72687,8.077374,3.930623,40.240623,60.77020716
2025-04-18 15:00:00+00:00,27.6,82.74702,46.38974,228.96475,15,18,4,50.5,19.2,271.4727,9.512171,3.7779772,33.61875,61.12070795
2025-04-18 16:00:00+00:00,27.25,85.989944,45.475563,229.04459,16,18,4,52.9,19.2,269.72687,9.299609,3.6634934,32.6,61.44492118
2025-04-18 17:00:00+00:00,27,87.783676,46.38974,228.96475,17,18,4,53.6,19.2,263.61655,8.130515,3.5108476,34.128124,61.70779672
2025-04-18 18:00:00+00:00,26.9,86.213936,48.39653,243.77809,18,18,4,53.8,19,250.52303,6.908281,3.3582022,36.165627,61.83923449
2025-04-18 19:00:00+00:00,26.8,84.41262,46.51629,251.31255,19,18,4,54.8,18.6,224.33595,5.6860466,3.0910726,37.69375,61.83923449
2025-04-18 20:00:00+00:00,26.55,86.180565,42.595833,256.8094,20,18,4,58.3,18.3,192.03856,4.3043904,2.8239427,39.221874,61.78665935
2025-04-18 21:00:00+00:00,26.4,86.94627,46.67849,256.34955,21,18,4,62.6,18.5,168.47018,3.2415779,2.5949745,41.259377,61.7778968
2025-04-18 22:00:00+00:00,26.4,85.649605,51.093468,254.55362,22,18,4,67.1,19,156.24956,2.55075,2.442329,42.7875,61.88304708
2025-04-18 23:00:00+00:00,26.3,85.897865,50.13527,255.78412,23,18,4,69.6,19.7,152.75793,2.231906,2.366006,44.825,62.11963513
2025-04-19 00:00:00+00:00,26.4,83.35823,52.886486,262.96216,0,19,5,74.7,21.7,168.47018,2.125625,2.366006,48.390625,62.57528612
2025-04-19 01:00:00+00:00,26.85,78.52137,55.968597,264.68555,1,19,5,71.7,22.3,223.46304,3.4009998,2.671297,48.390625,63.09227464
2025-04-19 02:00:00+00:00,27.4,75.56771,51.844044,269.28384,2,19,5,71.9,24.1,296.78687,5.048359,3.0910726,48.390625,63.64431337
2025-04-19 03:00:00+00:00,28.7,70.265884,51.904755,272.86234,3,19,5,87.5,27.6,339.55908,5.9517493,3.739816,50.9375,64.40665249
2025-04-19 04:00:00+00:00,30.1,63.06441,52.038067,264.99945,4,19,5,119.7,32.8,320.35522,5.314062,4.7701735,58.06875,65.72103018
2025-04-19 05:00:00+00:00,31.4,56.445824,51.470127,259.1145,5,19,5,174.6,41.4,271.4727,3.8261247,5.9531765,67.2375,67.96423487
2025-04-19 06:00:00+00:00,32.55,51.92463,50.647736,253.65175,6,19,5,223.5,49.7,233.93787,2.7101717,6.8308883,73.859375,71.04864123
2025-04-19 07:00:00+00:00,33.45,48.911106,50.20223,246.41296,7,19,5,245.9,54.2,224.33595,2.1787655,7.098018,76.91563,74.59746106
2025-04-19 08:00:00+00:00,34.05,45.026337,54.34321,239.15347,8,19,5,274.7,59.4,226.95465,1.9662031,7.021695,77.425,78.58440686
2025-04-19 09:00:00+00:00,34.4,42.02377,57.701115,237.38077,9,19,5,305.5,65.2,239.1753,2.231906,6.7927265,75.89687,87.23192895
2025-04-19 10:00:00+00:00,34.65,37.50244,58.03128,240.57263,10,19,5,326,70.5,265.36237,3.0290153,6.411113,72.33125,97.00768541
2025-04-19 11:00:00+00:00,34.4,33.9338,55.459866,239.84003,11,19,5,330.6,74.7,301.15137,4.25125,5.838692,66.72813,101.2023478
2025-04-19 12:00:00+00:00,33.55,31.395857,49.79491,235.06898,12,19,5,362.3,83.1,336.06747,5.8454685,5.2662716,60.615623,102.3166056
2025-04-19 13:00:00+00:00,31.4,46.30785,45.820515,241.2603,13,19,5,345.5,88.2,372.72937,8.077374,4.617528,53.484375,106.335008
2025-04-19 14:00:00+00:00,30,53.22983,39.149067,257.57407,14,19,5,343.7,92.7,407.64548,11.10639,3.739816,43.296875,113.9579139
2025-04-19 15:00:00+00:00,29.55,52.457703,35.99172,256.46414,15,19,5,367.9,95.7,419.86612,12.753749,3.052911,37.184376,121.8065316
2025-04-19 16:00:00+00:00,29.45,50.023556,39.54924,268.12216,16,19,5,368.8,94.1,394.55194,11.690937,2.7476199,37.69375,129.4909954
2025-04-19 17:00:00+00:00,29.3,46.33112,51.876434,272.14755,17,19,5,337.1,86.8,347.4152,9.246468,2.671297,41.76875,136.4265065
2025-04-19 18:00:00+00:00,28.85,49.2407,60.277935,271.23193,18,19,5,290.6,76.8,299.40555,7.067703,2.5949745,45.334373,142.3565738
2025-04-19 19:00:00+00:00,28.25,55.508934,58.352383,271.90912,19,19,5,250.5,68.5,252.26883,5.5797653,2.4804902,47.371876,147.4761299
2025-04-19 20:00:00+00:00,27.75,58.598507,53.611965,277.64032,20,19,5,225.8,64,204.25919,4.25125,2.366006,48.390625,151.4023093
2025-04-19 21:00:00+00:00,27.15,64.788574,46.700977,299.0545,21,19,5,212.8,62.9,175.4534,3.507281,2.3278446,47.88125,152.3575254
2025-04-19 22:00:00+00:00,26.5,70.722084,44.918133,296.56497,22,19,5,204.4,63.6,151.01213,3.1352968,2.3278446,44.825,153.3170441
2025-04-19 23:00:00+00:00,25.95,73.28308,38.950134,314.32605,23,19,5,198.8,64.5,145.77472,3.2415779,2.366006,40.75,154.2808657
2025-04-20 00:00:00+00:00,25.5,73.20598,33.452118,328.46524,0,20,6,185.8,62.6,225.20885,4.357531,2.5949745,38.7125,155.1607831
2025-04-20 01:00:00+00:00,25.45,78.08203,30.297031,318.46832,1,20,6,177,63.8,500.17313,7.599109,3.2055564,34.128124,156.0536088
2025-04-20 02:00:00+00:00,25.65,68.835396,29.553345,322.12494,2,20,6,165.8,66.1,859.80896,12.009781,4.12143,28.525,156.9571915
2025-04-20 03:00:00+00:00,28.1,49.829235,26.153847,318.01285,3,20,6,156.9,65.9,1039.627,14.188546,5.037303,28.525,157.7811729
2025-04-20 04:00:00+00:00,32.05,21.449038,26.96801,324.78232,4,20,6,163.9,58.6,863.3006,12.169202,6.1439834,40.75,158.3362309
2025-04-20 05:00:00+00:00,35.1,10.737268,30.255426,316.73566,5,20,6,215.6,51,506.28345,8.024234,7.288825,58.578125,158.542764
2025-04-20 06:00:00+00:00,36.85,8.454968,27.33915,301.4295,6,20,6,210.5,43.7,236.55658,4.623234,7.784923,72.33125,158.4136808
2025-04-20 07:00:00+00:00,37.95,7.846576,27.408175,276.78888,7,20,6,183.9,37.4,167.59729,3.0290153,7.021695,77.425,158.0522477
2025-04-20 08:00:00+00:00,38.65,7.8964443,39.575775,267.1845,8,20,6,196,37,185.92824,2.1787655,5.609724,77.425,157.5703369
2025-04-20 09:00:00+00:00,38.75,8.267456,51.60049,262.78583,9,20,6,218.9,39.6,211.2424,1.9662031,4.617528,76.40625,157.0195818
2025-04-20 10:00:00+00:00,38.45,8.651349,58.596535,259.80856,10,20,6,228.6,41.3,208.6237,2.1787655,4.541205,74.36875,156.3913766
2025-04-20 11:00:00+00:00,37.7,9.076157,60.684082,263.25452,11,20,6,230,41.9,213.86111,3.0290153,4.9228187,70.80312,155.6857216
2025-04-20 12:00:00+00:00,36.65,9.752054,58.409924,266.82022,12,20,6,174.2,37.8,254.01463,5.9517493,5.304433,65.2,154.7111431
2025-04-20 13:00:00+00:00,33.45,24.356413,47.780933,249.35294,13,20,6,152.7,41.3,370.11066,9.831015,5.22811,57.05,153.7021425
2025-04-20 14:00:00+00:00,29.95,49.06417,46.19017,235.86401,14,20,6,135,43.7,521.1228,15.091936,5.0754647,45.334373,152.6479627
2025-04-20 15:00:00+00:00,29.05,50.87203,43.46916,243.43501,15,20,6,133.2,44.5,614.5234,18.280375,4.846496,37.184376,151.5464524
2025-04-20 16:00:00+00:00,28.75,49.841217,40.008423,245.09526,16,20,6,131.3,44.8,605.7944,17.589544,4.5030437,34.6375,147.7941795
2025-04-20 17:00:00+00:00,28.4,50.543762,38.033787,256.2005,17,20,6,131.3,44.8,539.45374,14.826233,4.12143,35.146873,143.4851338
2025-04-20 18:00:00+00:00,27.55,57.103012,46.19017,304.136,18,20,6,125.3,44,459.14673,12.116061,3.739816,36.165627,140.1199744
2025-04-20 19:00:00+00:00,27.05,61.050877,42.24443,290.659,19,20,6,116.9,42.6,364.87326,10.096718,3.3963633,36.165627,137.4627297
2025-04-20 20:00:00+00:00,26.5,63.05892,43.139473,302.7352,20,20,6,115.5,42.3,256.63333,8.130515,3.052911,36.675,135.2363896
2025-04-20 21:00:00+00:00,26,64.94915,40.181225,307.794,21,20,6,116.4,42.1,182.43663,6.6425776,2.8621042,36.675,133.1023859
2025-04-20 22:00:00+00:00,25.95,61.764244,40.803425,302.68054,22,20,6,124.3,42.6,142.28311,5.367203,2.7857814,36.165627,130.9478633
2025-04-20 23:00:00+00:00,26.05,56.56035,40.59708,294.51962,23,20,6,131.8,43,135.2999,4.5700936,2.8621042,35.65625,128.7420425
2025-04-21 00:00:00+00:00,25.6,57.90476,33.956684,311.90585,0,21,0,142.5,44,213.86111,4.1449685,2.7476199,37.184376,126.8337512
2025-04-21 01:00:00+00:00,25.2,69.177986,29.673872,301.60745,1,21,0,142.5,44.7,476.60477,7.6522493,3.2818794,33.61875,124.8741618
2025-04-21 02:00:00+00:00,25.3,69.19723,24.810871,310.76352,2,21,0,143.9,49.2,823.1471,12.328625,4.12143,29.034374,123.1402843
2025-04-21 03:00:00+00:00,27.1,58.262177,14.226515,329.9315,3,21,0,153.2,51.3,1005.5837,14.932515,5.304433,30.5625,121.6423779
2025-04-21 04:00:00+00:00,30.5,34.853832,15.402783,345.3791,4,21,0,206.3,54.8,863.3006,13.497718,7.326987,43.296875,121.2525119
2025-04-21 05:00:00+00:00,33.8,17.83885,10.68709,345.9637,5,21,0,222.1,55.3,556.9118,9.937297,9.692992,62.14375,121.693676
2025-04-21 06:00:00+00:00,35.85,10.490083,9.89129,211.60745,6,21,0,194.2,51.8,316.86362,6.8019996,11.104964,77.425,122.524706
2025-04-21 07:00:00+00:00,36.9,9.208174,24.263248,214.11452,7,21,0,161.6,46.7,234.81078,4.729515,10.685188,86.59375,123.4788517
2025-04-21 08:00:00+00:00,37.75,8.823522,34.61193,231.84273,8,21,0,143.9,43,218.22563,3.1352968,9.3113785,92.70625,124.0944295
2025-04-21 09:00:00+00:00,38.2,8.362554,48.599995,253.73972,9,21,0,134.6,40.9,224.33595,2.4976091,8.166537,94.234375,124.2278051
2025-04-21 10:00:00+00:00,37.1,13.442421,63.125977,252.68097,10,21,0,140.6,43.8,240.04819,3.1352968,7.7467613,89.140625,124.4842959
2025-04-21 11:00:00+00:00,35,21.318964,65.268105,245.97975,11,21,0,143,46.3,278.4559,4.782656,7.5559545,79.4625,125.9388702
2025-04-21 12:00:00+00:00,33.4,29.573647,54.48212,243.13026,12,21,0,128.5,44.2,329.95715,7.120843,7.6704392,70.80312,137.9728539
2025-04-21 13:00:00+00:00,31.15,46.241257,45.239494,231.981,13,21,0,110.4,43,408.51837,10.840687,6.983534,60.10625,137.0814483
2025-04-21 14:00:00+00:00,29.45,56.498466,36.432354,231.49931,14,21,0,95.5,43.1,499.30023,15.995327,6.0294995,44.825,125.7051918
2025-04-21 15:00:00+00:00,28.7,60.295498,34.8055,245.82089,15,21,0,92.7,41.8,556.9118,19.449467,5.2662716,33.61875,125.4281816
2025-04-21 16:00:00+00:00,28.2,64.21461,39.2936,256.65128,16,21,0,92,41.4,558.6576,19.821451,4.9228187,29.543749,125.0793544
2025-04-21 17:00:00+00:00,28,62.02892,38.429184,275.80664,17,21,0,93.4,41.8,525.4873,18.492935,4.808335,29.034374,124.7715655
2025-04-21 18:00:00+00:00,27.3,65.62656,31.699059,310.8553,18,21,0,96.9,42.7,473.98605,16.951859,4.693851,29.034374,124.6381903
2025-04-21 19:00:00+00:00,26.5,71.59753,25.871353,337.93204,19,21,0,95.9,43.8,392.80612,15.463922,4.5793667,29.034374,124.761306
2025-04-21 20:00:00+00:00,26.05,73.52586,22.494095,348.3664,20,21,0,88.9,41.8,291.54944,13.763421,4.4648824,29.034374,124.7100078
2025-04-21 21:00:00+00:00,25.65,74.36854,20.004211,294.90472,21,21,0,86.4,39.5,219.09853,12.009781,4.350398,30.053125,124.4432576
2025-04-21 22:00:00+00:00,25.4,74.55664,24.623999,270,22,21,0,84.8,37.5,171.96179,9.937297,4.159591,31.58125,123.9200165
2025-04-21 23:00:00+00:00,25.4,73.41523,31.009354,280.84027,23,21,0,85,35.9,151.88504,7.8648124,4.0069456,33.61875,123.1915828
2025-04-22 00:00:00+00:00,25.55,71.20563,35.075897,281.72507,0,22,1,84.1,34,213.86111,6.1111717,3.549009,35.65625,122.1656197
2025-04-22 01:00:00+00:00,25.2,75.216736,24.632523,296.56497,1,22,1,82.9,34.3,439.06998,8.874484,3.8543003,33.61875,121.0986179
2025-04-22 02:00:00+00:00,25,77.299965,17.686958,331.55716,2,22,1,79.9,37.5,745.45874,12.541187,4.38856,31.58125,119.8982409
2025-04-22 03:00:00+00:00,26.3,72.00335,7.8832603,9.462248,3,22,1,82.4,38,938.3702,14.454249,5.304433,34.128124,118.53371
2025-04-22 04:00:00+00:00,28.8,59.027058,3.7784564,30.963696,4,22,1,92.7,37.6,913.056,13.072593,7.059857,46.353127,116.7690533
2025-04-22 05:00:00+00:00,31.65,43.691452,1.4489721,26.564985,5,22,1,110.8,38.3,773.3916,9.990437,9.196895,63.671875,115.0249159
2025-04-22 06:00:00+00:00,34.35,31.61391,6.608329,191.30989,6,22,1,125.3,39.2,638.09174,7.173984,10.685188,77.93437,113.7322025
2025-04-22 07:00:00+00:00,35.5,30.530228,24.3927,196.9909,7,22,1,129.9,39.3,537.70795,5.15464,10.952318,87.10313,112.9729896
2025-04-22 08:00:00+00:00,35.2,40.700848,42.9688,203.08516,8,22,1,123.9,36.8,440.81577,3.4009998,10.570704,92.70625,112.3368924
2025-04-22 09:00:00+00:00,35.5,33.9112,49.45645,211.60745,9,22,1,110.4,33.5,372.72937,2.7101717,9.8838,93.725,111.5776795
2025-04-22 10:00:00+00:00,35.65,22.655071,50.4109,226.04153,10,22,1,98.3,30.9,346.5423,3.4009998,8.967926,88.12187,110.2541871
2025-04-22 11:00:00+00:00,34.95,23.5491,48.478886,232.05779,11,22,1,86.8,27.8,348.28812,5.15464,7.8230844,77.425,126.8302741
2025-04-22 12:00:00+00:00,33.2,32.225693,44.59445,234.46223,12,22,1,81.3,27.4,364.87326,7.333406,6.945373,66.21875,135.5214844
2025-04-22 13:00:00+00:00,30.7,54.40385,42.403168,231.20343,13,22,1,72.2,27.1,398.91644,10.734406,6.182145,55.521873,131.9558587
2025-04-22 14:00:00+00:00,28.8,67.35815,36.25327,241.14444,14,22,1,66.4,28.8,446.9261,15.41078,5.1517873,41.259377,115.9105482
2025-04-22 15:00:00+00:00,27.9,73.613716,32.1724,242.40279,15,22,1,68.9,29.6,483.58798,18.492935,4.350398,30.053125,102.2824535
2025-04-22 16:00:00+00:00,27.35,79.30681,29.87132,266.26868,16,22,1,69.8,30.5,508.02927,18.652357,4.0069456,25.978125,101.1641536
2025-04-22 17:00:00+00:00,26.9,82.16885,29.73748,281.3099,17,22,1,70.1,31.1,521.1228,17.217562,3.8924615,25.978125,99.41291093
2025-04-22 18:00:00+00:00,26.45,84.37523,29.389494,284.03625,18,22,1,68.9,31.4,504.53766,15.463922,3.7779772,26.4875,98.42274631
2025-04-22 19:00:00+00:00,25.95,85.863655,31.910297,299.1675,19,22,1,65.4,31.2,435.57837,13.497718,3.5108476,27.50625,97.31866919
2025-04-22 20:00:00+00:00,25.6,88.99493,32.6903,283.7608,20,22,1,62.6,29.7,337.81326,11.159531,3.243718,29.034374,96.25840466
2025-04-22 21:00:00+00:00,25.35,88.44004,27.223711,308.23386,21,22,1,61.7,28,260.99786,9.193327,3.0910726,30.5625,95.25071511
2025-04-22 22:00:00+00:00,25,87.8777,20.67516,327.8043,22,22,1,62.9,26.9,205.1321,7.6522493,3.052911,31.071875,94.32188818
2025-04-22 23:00:00+00:00,24.75,87.32448,20.491556,304.69522,23,22,1,64.3,26.3,170.21599,6.5362964,3.1292336,31.58125,93.48068626
2025-04-23 00:00:00+00:00,24.5,87.835045,22.753937,289.9832,0,23,2,69.4,26.8,212.11531,6.4831557,3.3200407,32.090626,92.84978491
2025-04-23 01:00:00+00:00,24.25,90.800125,20.337292,300.65057,1,23,2,74,28,418.9932,8.608781,3.7016544,31.071875,92.29774635
2025-04-23 02:00:00+00:00,24.35,90.257545,19.70815,316.33215,2,23,2,74.3,31.1,702.6865,11.797218,4.235914,30.053125,91.73694524
2025-04-23 03:00:00+00:00,26.3,80.12996,12.581883,281.88864,3,23,2,73.1,31.5,851.9529,13.338296,4.884658,33.109375,91.16738157
2025-04-23 04:00:00+00:00,28.9,65.554535,22.165007,254.74483,4,23,2,81,30.9,734.111,11.584655,5.8768535,44.825,90.58029298
2025-04-23 05:00:00+00:00,31.25,53.87267,29.850227,242.87877,5,23,2,85,28.9,483.58798,8.130515,6.983534,60.615623,89.75661633
2025-04-23 06:00:00+00:00,32.95,46.14361,38.987846,248.5522,6,23,2,89.6,28.1,288.93073,5.314062,7.594116,72.33125,88.78397681
2025-04-23 07:00:00+00:00,34.1,42.07338,47.97826,253.52304,7,23,2,92,27.9,228.70045,3.8261247,7.3651476,76.40625,87.7850498
2025-04-23 08:00:00+00:00,34.95,35.74032,54.26589,258.28757,8,23,2,95.2,27.2,224.33595,2.9758747,6.6400814,76.91563,86.94384822
2025-04-23 09:00:00+00:00,35.2,32.563896,55.034233,257.7639,9,23,2,98,27.2,235.68369,2.816453,5.991338,74.87813,86.39180966
2025-04-23 10:00:00+00:00,34.7,35.335167,55.550648,253.0446,10,23,2,104.8,28.2,253.14172,3.3478594,5.6478853,70.80312,86.15522178
2025-04-23 11:00:00+00:00,33.7,38.316494,55.125725,252.20392,11,23,2,114.1,30.3,286.312,4.516953,5.380756,64.18125,92.22380489
2025-04-23 12:00:00+00:00,32.5,42.034256,53.764477,254.62369,12,23,2,106.2,29.9,321.22812,6.323734,5.037303,56.540623,97.00768385
2025-04-23 13:00:00+00:00,30.8,54.093864,44.50491,253.93994,13,23,2,106.4,31.5,357.89005,9.299609,4.693851,48.9,92.22380489
2025-04-23 14:00:00+00:00,29.1,63.622276,38.53285,250.34608,14,23,2,87.5,31.8,397.17065,13.391438,4.235914,37.69375,87.24177396
2025-04-23 15:00:00+00:00,28.35,66.85871,24.3927,253.0091,15,23,2,82.7,30.3,427.72223,15.995327,3.8924615,30.053125,87.30311149
2025-04-23 16:00:00+00:00,27.75,74.03636,23.791397,240.64233,16,23,2,75,28.3,452.1635,15.835905,3.739816,28.525,87.11033603
2025-04-23 17:00:00+00:00,27.3,78.58506,27.246838,272.72626,17,23,2,65.7,26.4,469.62155,14.241686,3.6634934,29.543749,86.69849762
2025-04-23 18:00:00+00:00,27.1,76.2117,32.71598,262.0305,18,23,2,58.2,25.6,462.63834,12.594328,3.5871704,31.071875,86.19027165
2025-04-23 19:00:00+00:00,26.8,76.63011,34.581593,257.00537,19,23,2,53.3,25,415.5016,11.372093,3.4726865,31.58125,85.64699547
2025-04-23 20:00:00+00:00,26.25,79.880325,30.366247,320.1945,20,23,2,48.5,24.2,344.79648,10.096718,3.3200407,32.090626,85.16505699
2025-04-23 21:00:00+00:00,26.05,81.56986,26.639027,274.18484,21,23,2,43.1,22.4,283.69333,8.821343,3.2055564,33.109375,84.67435596
2025-04-23 22:00:00+00:00,25.9,83.55413,35.521984,255.20319,22,23,2,38.5,20.1,229.57336,7.173984,3.0910726,35.65625,84.07850481
2025-04-23 23:00:00+00:00,25.85,84.310875,33.40187,251.91646,23,23,2,34.3,18.2,185.92824,5.473484,3.0147498,38.7125,83.36874099
2025-04-24 00:00:00+00:00,25.7,85.83919,33.621147,242.44727,0,24,3,35.2,16.9,196.40306,4.623234,2.9002655,41.259377,82.50125175
2025-04-24 01:00:00+00:00,25.6,91.16163,34.563374,239.589,1,24,3,34.7,17,322.101,6.5362964,3.0147498,40.75,81.53737479
2025-04-24 02:00:00+00:00,26.15,87.71108,34.490406,244.39786,2,24,3,36.4,19.3,501.04605,9.140187,3.243718,40.75,80.50339758
2025-04-24 03:00:00+00:00,27.95,77.2688,28.489897,252.80138,3,24,3,40.7,21.4,595.3195,10.362421,3.6253319,43.80625,79.61838324
2025-04-24 04:00:00+00:00,30.25,61.018402,37.404816,255.96373,4,24,3,47.1,22.5,515.8854,9.033906,4.426721,52.465626,78.88233177
2025-04-24 05:00:00+00:00,32.15,48.273304,45.179123,261.75375,5,24,3,52.9,23.1,351.77972,6.3768744,5.380756,64.18125,78.3741058
2025-04-24 06:00:00+00:00,33.2,43.9719,51.3517,259.82455,6,24,3,59.5,24.2,228.70045,4.198109,6.0294995,72.84062,78.03236763
2025-04-24 07:00:00+00:00,33.75,43.171333,58.939514,255.35258,7,24,3,63.6,24.4,199.02177,3.1352968,6.0294995,75.3875,77.72567951
2025-04-24 08:00:00+00:00,33.65,44.64258,65.83182,249.24585,8,24,3,62.4,23.5,210.3695,2.55075,5.6478853,74.87813,77.40146628
2025-04-24 09:00:00+00:00,33.3,46.811024,64.99733,249.57758,9,24,3,60.1,22.4,228.70045,2.4976091,5.304433,72.84062,76.98086532
2025-04-24 10:00:00+00:00,33,47.90095,62.909424,251.37833,10,24,3,55.2,21,241.79399,2.8695936,5.0754647,69.275,85.98395802
2025-04-24 11:00:00+00:00,32.4,48.488346,61.696266,252.89719,11,24,3,49,19.6,261.87076,3.772984,4.846496,64.18125,94.30374969
2025-04-24 12:00:00+00:00,31.4,53.57936,57.41294,249.51956,12,24,3,42.4,18.4,288.93073,5.314062,4.846496,58.578125,96.79968688
2025-04-24 13:00:00+00:00,29.9,65.9596,40.926723,246.68227,13,24,3,39,18.7,327.33844,7.971093,4.693851,51.95625,91.80781094
2025-04-24 14:00:00+00:00,28.75,73.312805,33.956684,228.09415,14,24,3,32.5,19.6,372.72937,11.637796,4.5030437,42.7875,79.53611886
2025-04-24 15:00:00+00:00,27.95,80.10667,31.372835,218.2902,15,24,3,34.3,20,408.51837,14.029124,4.2740755,36.165627,71.31151652
2025-04-24 16:00:00+00:00,27.55,85.25258,31.272293,214.0194,16,24,3,34.6,19.9,433.83255,14.029124,4.0451074,33.61875,70.57546505
2025-04-24 17:00:00+00:00,27.2,87.80068,25.412838,250.64091,17,24,3,35.7,19.8,448.6719,12.8068905,3.8161387,33.61875,69.99713884
2025-04-24 18:00:00+00:00,27.05,88.577034,34.490406,244.39786,18,24,3,37.3,20,443.43448,11.531515,3.6253319,33.109375,69.5064378
2025-04-24 19:00:00+00:00,26.7,89.346115,23.975998,288.92474,19,24,3,39.1,20.3,401.53516,10.628124,3.5108476,32.090626,69.09459939
2025-04-24 20:00:00+00:00,26.3,90.933556,16.860455,272.20255,20,24,3,40.7,20.3,337.81326,9.777874,3.4345248,31.071875,68.75286106
2025-04-24 21:00:00+00:00,25.95,93.670265,19.439999,216.86998,21,24,3,45.6,21,289.80365,8.874484,3.3582022,30.053125,68.63018585
2025-04-24 22:00:00+00:00,25.75,95.63878,25.404573,217.74687,22,24,3,48.9,21,267.10815,7.8116713,3.2818794,29.543749,68.70904847
2025-04-24 23:00:00+00:00,25.75,95.35405,28.401327,235.22209,23,24,3,48.3,20,259.25204,6.8019996,3.2055564,29.034374,68.86677373
2025-04-25 00:00:00+00:00,25.6,95.064674,30.53861,252.71841,0,25,4,44.7,17.8,272.34558,5.15464,2.9002655,31.58125,68.94563636
2025-04-25 01:00:00+00:00,25.5,97.35801,23.975998,251.07526,1,25,4,45.1,18.3,325.59265,6.589437,3.1673954,31.071875,69.05954902
2025-04-25 02:00:00+00:00,26.05,95.93318,29.123972,249.14546,2,25,4,47.4,21,399.78934,8.5025,3.5871704,31.071875,69.20851189
